Match_ID,Match_Date,League,Home_Team,Away_Team,Venue_Type,Weather,Home_Goals,Away_Goals,Possession_Home_Percent,Shots_On_Target_Home,Shots_On_Target_Away,Fouls_Committed,Yellow_Cards,Red_Cards,Attendance,Possession_Away_Percent,Match_Result,Total_Goals,Goal_Difference,Absolute_Goal_Difference,Total_Shots_On_Target,Possession_Difference,Absolute_Possession_Difference,Year,Month,Day_Name
MTC-21281,2022-10-16,Cup Series,Bengaluru FC,Goa Sharks,Neutral,Rainy,5,4,41,6,10,21,0,1,32038,59,Home Win,9,1,1,16,-18,18,2022,10,Sunday
MTC-21091,2022-10-16,Premier Division,Chennai Titans,Delhi Dynamos,Away,Cloudy,5,5,57,11,6,9,6,0,39999,43,Draw,10,0,0,17,14,14,2022,10,Sunday
MTC-20193,2022-10-16,Premier Division,Mumbai United,Bengaluru FC,Home,Cloudy,1,4,60,9,10,18,2,1,43821,40,Away Win,5,-3,3,19,20,20,2022,10,Sunday
MTC-23604,2022-10-17,Championship League,Bengaluru FC,Kerala Blasters,Neutral,Cloudy,1,1,40,10,5,16,1,0,15711,60,Draw,2,0,0,15,-20,20,2022,10,Monday
MTC-21256,2022-10-17,Cup Series,Jaipur Lions,Mumbai United,Home,Windy,4,5,32,11,11,20,6,1,58735,68,Away Win,9,-1,1,22,-36,36,2022,10,Monday
MTC-21045,2022-10-17,Premier Division,Bengaluru FC,Kolkata Strikers,Neutral,Cloudy,5,3,38,4,2,24,6,0,19051,62,Home Win,8,2,2,6,-24,24,2022,10,Monday
MTC-22929,2022-10-17,Championship League,Jaipur Lions,Hyderabad Falcons,Home,Clear,2,0,53,0,1,12,1,1,58125,47,Home Win,2,2,2,1,6,6,2022,10,Monday
MTC-23080,2022-10-17,Championship League,Jaipur Lions,Delhi Dynamos,Neutral,Rainy,1,4,42,6,12,8,5,1,55907,58,Away Win,5,-3,3,18,-16,16,2022,10,Monday
MTC-21134,2022-10-17,Cup Series,Kolkata Strikers,Goa Sharks,Away,Windy,2,5,41,12,3,11,2,1,59366,59,Away Win,7,-3,3,15,-18,18,2022,10,Monday
MTC-23269,2022-10-17,Cup Series,Goa Sharks,Mumbai United,Neutral,Rainy,0,5,49,3,7,5,2,1,62535,51,Away Win,5,-5,5,10,-2,2,2022,10,Monday
MTC-23626,2022-10-17,Cup Series,Mumbai United,Jaipur Lions,Home,Windy,2,1,42,14,9,11,1,0,64370,58,Home Win,3,1,1,23,-16,16,2022,10,Monday
MTC-21284,2022-10-18,Premier Division,Jaipur Lions,Kerala Blasters,Neutral,Cloudy,0,0,52,10,5,22,1,0,7946,48,Draw,0,0,0,15,4,4,2022,10,Tuesday
MTC-20818,2022-10-19,Cup Series,Pune Warriors,Kerala Blasters,Neutral,Rainy,0,0,42,4,14,10,4,1,4768,58,Draw,0,0,0,18,-16,16,2022,10,Wednesday
MTC-22656,2022-10-19,Championship League,Mumbai United,Kolkata Strikers,Home,Clear,2,1,61,6,6,14,4,0,63673,39,Home Win,3,1,1,12,22,22,2022,10,Wednesday
MTC-21633,2022-10-19,Premier Division,Kolkata Strikers,Kerala Blasters,Neutral,Rainy,1,0,55,1,1,19,6,1,58674,45,Home Win,1,1,1,2,10,10,2022,10,Wednesday
MTC-23652,2022-10-19,Premier Division,Pune Warriors,Chennai Titans,Neutral,Windy,5,4,33,8,12,5,6,0,52223,67,Home Win,9,1,1,20,-34,34,2022,10,Wednesday
MTC-20038,2022-10-19,Premier Division,Chennai Titans,Delhi Dynamos,Home,Cloudy,0,1,65,9,7,17,6,0,49705,35,Away Win,1,-1,1,16,30,30,2022,10,Wednesday
MTC-21861,2022-10-19,Championship League,Chennai Titans,Mumbai United,Away,Windy,2,0,51,1,6,24,0,0,29063,49,Home Win,2,2,2,7,2,2,2022,10,Wednesday
MTC-22298,2022-10-19,Premier Division,Delhi Dynamos,Bengaluru FC,Home,Clear,5,4,70,0,3,16,1,1,58048,30,Home Win,9,1,1,3,40,40,2022,10,Wednesday
MTC-21152,2022-10-20,Cup Series,Mumbai United,Kolkata Strikers,Home,Rainy,5,3,59,13,14,22,0,0,53669,41,Home Win,8,2,2,27,18,18,2022,10,Thursday
MTC-23432,2022-10-20,Cup Series,Delhi Dynamos,Pune Warriors,Neutral,Clear,4,5,43,10,7,5,1,0,45183,57,Away Win,9,-1,1,17,-14,14,2022,10,Thursday
MTC-23101,2022-10-20,Cup Series,Kerala Blasters,Pune Warriors,Away,Clear,3,5,35,3,4,20,6,0,15103,65,Away Win,8,-2,2,7,-30,30,2022,10,Thursday
MTC-22761,2022-10-21,Premier Division,Hyderabad Falcons,Kolkata Strikers,Neutral,Clear,4,5,48,13,7,12,2,1,62904,52,Away Win,9,-1,1,20,-4,4,2022,10,Friday
MTC-23602,2022-10-21,Premier Division,Kolkata Strikers,Goa Sharks,Away,Windy,3,5,53,6,13,13,0,1,8898,47,Away Win,8,-2,2,19,6,6,2022,10,Friday
MTC-21707,2022-10-21,Cup Series,Bengaluru FC,Chennai Titans,Home,Windy,4,5,33,2,0,15,5,1,42709,67,Away Win,9,-1,1,2,-34,34,2022,10,Friday
MTC-22645,2022-10-21,Championship League,Mumbai United,Hyderabad Falcons,Away,Cloudy,4,4,62,14,0,7,3,1,42538,38,Draw,8,0,0,14,24,24,2022,10,Friday
MTC-22466,2022-10-21,Premier Division,Mumbai United,Chennai Titans,Away,Cloudy,2,3,68,14,6,24,2,1,24608,32,Away Win,5,-1,1,20,36,36,2022,10,Friday
MTC-22057,2022-10-21,Cup Series,Kerala Blasters,Chennai Titans,Neutral,Cloudy,0,5,46,3,9,19,5,0,24162,54,Away Win,5,-5,5,12,-8,8,2022,10,Friday
MTC-23700,2022-10-22,Premier Division,Mumbai United,Jaipur Lions,Neutral,Windy,3,0,43,14,11,13,1,1,26271,57,Home Win,3,3,3,25,-14,14,2022,10,Saturday
MTC-21440,2022-10-22,Championship League,Delhi Dynamos,Goa Sharks,Neutral,Rainy,2,2,49,9,3,7,5,1,33633,51,Draw,4,0,0,12,-2,2,2022,10,Saturday
MTC-23464,2022-10-22,Championship League,Kolkata Strikers,Goa Sharks,Away,Rainy,0,3,31,0,7,9,1,0,25988,69,Away Win,3,-3,3,7,-38,38,2022,10,Saturday
MTC-21795,2022-10-23,Cup Series,Pune Warriors,Chennai Titans,Home,Windy,4,0,38,5,5,20,0,0,5668,62,Home Win,4,4,4,10,-24,24,2022,10,Sunday
MTC-21830,2022-10-23,Cup Series,Hyderabad Falcons,Bengaluru FC,Neutral,Windy,5,3,65,9,5,15,1,0,36119,35,Home Win,8,2,2,14,30,30,2022,10,Sunday
MTC-20790,2022-10-23,Premier Division,Chennai Titans,Kolkata Strikers,Away,Cloudy,2,2,70,2,1,5,1,0,48670,30,Draw,4,0,0,3,40,40,2022,10,Sunday
MTC-22959,2022-10-23,Premier Division,Goa Sharks,Kerala Blasters,Home,Cloudy,2,3,61,2,14,16,5,0,12415,39,Away Win,5,-1,1,16,22,22,2022,10,Sunday
MTC-20698,2022-10-23,Cup Series,Mumbai United,Goa Sharks,Home,Cloudy,0,1,60,2,1,17,5,1,60669,40,Away Win,1,-1,1,3,20,20,2022,10,Sunday
MTC-20169,2022-10-23,Premier Division,Kerala Blasters,Goa Sharks,Home,Windy,4,3,67,1,9,7,0,0,64792,33,Home Win,7,1,1,10,34,34,2022,10,Sunday
MTC-20029,2022-10-24,Cup Series,Pune Warriors,Jaipur Lions,Away,Cloudy,0,2,67,14,11,11,5,0,52425,33,Away Win,2,-2,2,25,34,34,2022,10,Monday
MTC-20486,2022-10-24,Championship League,Jaipur Lions,Mumbai United,Away,Clear,0,1,63,6,9,9,6,0,52230,37,Away Win,1,-1,1,15,26,26,2022,10,Monday
MTC-22954,2022-10-25,Premier Division,Bengaluru FC,Hyderabad Falcons,Neutral,Windy,2,3,70,10,12,14,6,0,51716,30,Away Win,5,-1,1,22,40,40,2022,10,Tuesday
MTC-22592,2022-10-25,Cup Series,Kerala Blasters,Bengaluru FC,Neutral,Clear,4,4,56,12,9,17,2,0,50278,44,Draw,8,0,0,21,12,12,2022,10,Tuesday
MTC-21544,2022-10-26,Premier Division,Chennai Titans,Pune Warriors,Away,Clear,1,5,36,14,6,24,5,0,10865,64,Away Win,6,-4,4,20,-28,28,2022,10,Wednesday
MTC-23439,2022-10-26,Premier Division,Bengaluru FC,Chennai Titans,Away,Windy,2,2,32,0,10,8,6,1,60287,68,Draw,4,0,0,10,-36,36,2022,10,Wednesday
MTC-20994,2022-10-26,Championship League,Bengaluru FC,Kerala Blasters,Home,Cloudy,1,1,30,6,0,12,4,0,18191,70,Draw,2,0,0,6,-40,40,2022,10,Wednesday
MTC-20762,2022-10-26,Championship League,Goa Sharks,Bengaluru FC,Neutral,Clear,3,1,38,8,0,23,3,0,44204,62,Home Win,4,2,2,8,-24,24,2022,10,Wednesday
MTC-23225,2022-10-26,Premier Division,Chennai Titans,Delhi Dynamos,Away,Clear,3,5,36,6,12,7,6,0,27950,64,Away Win,8,-2,2,18,-28,28,2022,10,Wednesday
MTC-20652,2022-10-26,Championship League,Kolkata Strikers,Kerala Blasters,Neutral,Rainy,5,4,70,10,1,10,6,1,27287,30,Home Win,9,1,1,11,40,40,2022,10,Wednesday
MTC-21718,2022-10-27,Cup Series,Goa Sharks,Chennai Titans,Neutral,Cloudy,1,3,49,4,12,24,2,1,35499,51,Away Win,4,-2,2,16,-2,2,2022,10,Thursday
MTC-22660,2022-10-27,Championship League,Pune Warriors,Kerala Blasters,Home,Cloudy,4,2,64,8,5,13,2,0,63597,36,Home Win,6,2,2,13,28,28,2022,10,Thursday
MTC-23283,2022-10-27,Cup Series,Kolkata Strikers,Pune Warriors,Away,Windy,2,3,47,4,13,20,6,0,14339,53,Away Win,5,-1,1,17,-6,6,2022,10,Thursday
MTC-22349,2022-10-27,Premier Division,Kerala Blasters,Kolkata Strikers,Home,Clear,0,1,57,7,0,16,6,0,49964,43,Away Win,1,-1,1,7,14,14,2022,10,Thursday
MTC-21520,2022-10-27,Cup Series,Bengaluru FC,Kerala Blasters,Home,Windy,0,0,45,3,5,12,5,1,48007,55,Draw,0,0,0,8,-10,10,2022,10,Thursday
MTC-22415,2022-10-27,Championship League,Mumbai United,Kolkata Strikers,Neutral,Rainy,1,5,57,3,6,7,3,1,3852,43,Away Win,6,-4,4,9,14,14,2022,10,Thursday
MTC-23232,2022-10-27,Championship League,Delhi Dynamos,Chennai Titans,Neutral,Clear,2,3,41,3,12,19,1,0,27024,59,Away Win,5,-1,1,15,-18,18,2022,10,Thursday
MTC-23296,2022-10-28,Championship League,Goa Sharks,Delhi Dynamos,Home,Cloudy,2,0,45,11,1,11,3,0,15763,55,Home Win,2,2,2,12,-10,10,2022,10,Friday
MTC-20279,2022-10-29,Premier Division,Kerala Blasters,Goa Sharks,Away,Cloudy,2,4,31,7,1,11,5,0,26987,69,Away Win,6,-2,2,8,-38,38,2022,10,Saturday
MTC-23420,2022-10-29,Cup Series,Chennai Titans,Hyderabad Falcons,Neutral,Cloudy,1,1,30,8,0,14,4,1,48513,70,Draw,2,0,0,8,-40,40,2022,10,Saturday
MTC-20337,2022-10-29,Championship League,Chennai Titans,Hyderabad Falcons,Away,Cloudy,1,2,53,5,4,14,2,1,24406,47,Away Win,3,-1,1,9,6,6,2022,10,Saturday
MTC-21624,2022-10-29,Premier Division,Kolkata Strikers,Mumbai United,Neutral,Cloudy,1,0,42,4,2,11,6,1,53694,58,Home Win,1,1,1,6,-16,16,2022,10,Saturday
MTC-23615,2022-10-29,Premier Division,Delhi Dynamos,Mumbai United,Away,Clear,5,0,46,5,10,9,5,1,6130,54,Home Win,5,5,5,15,-8,8,2022,10,Saturday
MTC-20357,2022-10-29,Premier Division,Goa Sharks,Chennai Titans,Away,Clear,3,5,42,1,10,16,5,0,2269,58,Away Win,8,-2,2,11,-16,16,2022,10,Saturday
MTC-21662,2022-10-29,Cup Series,Hyderabad Falcons,Pune Warriors,Home,Clear,0,5,33,14,6,16,4,0,56576,67,Away Win,5,-5,5,20,-34,34,2022,10,Saturday
MTC-21664,2022-10-30,Championship League,Kolkata Strikers,Mumbai United,Away,Rainy,5,5,51,8,0,17,6,0,19976,49,Draw,10,0,0,8,2,2,2022,10,Sunday
MTC-21497,2022-10-30,Cup Series,Kerala Blasters,Kolkata Strikers,Home,Rainy,3,3,48,1,0,13,0,1,11093,52,Draw,6,0,0,1,-4,4,2022,10,Sunday
MTC-22784,2022-10-30,Premier Division,Bengaluru FC,Jaipur Lions,Home,Cloudy,0,1,67,5,12,15,4,0,30888,33,Away Win,1,-1,1,17,34,34,2022,10,Sunday
MTC-22459,2022-10-30,Cup Series,Jaipur Lions,Mumbai United,Neutral,Clear,1,5,32,7,6,18,2,1,31843,68,Away Win,6,-4,4,13,-36,36,2022,10,Sunday
MTC-23176,2022-10-30,Premier Division,Bengaluru FC,Jaipur Lions,Neutral,Rainy,5,0,42,4,12,19,4,1,23539,58,Home Win,5,5,5,16,-16,16,2022,10,Sunday
MTC-22475,2022-10-30,Championship League,Pune Warriors,Mumbai United,Away,Clear,0,3,36,11,0,19,4,1,61076,64,Away Win,3,-3,3,11,-28,28,2022,10,Sunday
MTC-22971,2022-10-30,Championship League,Bengaluru FC,Goa Sharks,Away,Windy,1,0,46,12,2,5,2,1,42152,54,Home Win,1,1,1,14,-8,8,2022,10,Sunday
MTC-22612,2022-10-30,Cup Series,Goa Sharks,Kerala Blasters,Neutral,Cloudy,0,1,64,8,14,18,3,0,38600,36,Away Win,1,-1,1,22,28,28,2022,10,Sunday
MTC-23510,2022-11-01,Premier Division,Delhi Dynamos,Kerala Blasters,Neutral,Rainy,1,0,61,1,5,11,5,1,3632,39,Home Win,1,1,1,6,22,22,2022,11,Tuesday
MTC-22188,2022-11-01,Cup Series,Jaipur Lions,Pune Warriors,Home,Clear,0,1,54,13,7,22,4,1,28431,46,Away Win,1,-1,1,20,8,8,2022,11,Tuesday
MTC-22348,2022-11-02,Championship League,Goa Sharks,Jaipur Lions,Neutral,Windy,3,0,41,14,10,7,0,1,21254,59,Home Win,3,3,3,24,-18,18,2022,11,Wednesday
MTC-20528,2022-11-02,Premier Division,Kerala Blasters,Delhi Dynamos,Home,Clear,1,0,31,1,10,20,5,0,16897,69,Home Win,1,1,1,11,-38,38,2022,11,Wednesday
MTC-20287,2022-11-02,Premier Division,Kerala Blasters,Pune Warriors,Home,Cloudy,2,0,51,7,3,11,4,1,60180,49,Home Win,2,2,2,10,2,2,2022,11,Wednesday
MTC-20864,2022-11-02,Championship League,Jaipur Lions,Goa Sharks,Neutral,Windy,4,4,63,0,8,14,1,0,43220,37,Draw,8,0,0,8,26,26,2022,11,Wednesday
MTC-23601,2022-11-02,Championship League,Pune Warriors,Chennai Titans,Away,Clear,2,0,68,3,0,10,1,0,40723,32,Home Win,2,2,2,3,36,36,2022,11,Wednesday
MTC-20865,2022-11-03,Cup Series,Pune Warriors,Jaipur Lions,Away,Rainy,2,2,66,10,3,23,2,1,30640,34,Draw,4,0,0,13,32,32,2022,11,Thursday
MTC-20094,2022-11-03,Cup Series,Bengaluru FC,Jaipur Lions,Neutral,Windy,1,4,34,14,0,6,4,1,61349,66,Away Win,5,-3,3,14,-32,32,2022,11,Thursday
MTC-20556,2022-11-03,Cup Series,Mumbai United,Kolkata Strikers,Away,Rainy,3,4,32,11,10,6,6,1,59543,68,Away Win,7,-1,1,21,-36,36,2022,11,Thursday
MTC-22538,2022-11-03,Cup Series,Kolkata Strikers,Pune Warriors,Home,Windy,5,2,66,0,11,13,1,0,9551,34,Home Win,7,3,3,11,32,32,2022,11,Thursday
MTC-21826,2022-11-03,Premier Division,Bengaluru FC,Delhi Dynamos,Home,Rainy,4,1,44,14,9,16,4,0,51814,56,Home Win,5,3,3,23,-12,12,2022,11,Thursday
MTC-22061,2022-11-04,Cup Series,Pune Warriors,Mumbai United,Away,Windy,5,0,40,1,11,11,4,1,18298,60,Home Win,5,5,5,12,-20,20,2022,11,Friday
MTC-23372,2022-11-04,Premier Division,Jaipur Lions,Goa Sharks,Away,Windy,4,5,70,2,1,7,0,1,14055,30,Away Win,9,-1,1,3,40,40,2022,11,Friday
MTC-21612,2022-11-04,Cup Series,Mumbai United,Chennai Titans,Neutral,Windy,3,3,51,6,1,16,1,1,62111,49,Draw,6,0,0,7,2,2,2022,11,Friday
MTC-21592,2022-11-05,Championship League,Jaipur Lions,Chennai Titans,Neutral,Clear,2,4,42,13,13,6,5,1,63509,58,Away Win,6,-2,2,26,-16,16,2022,11,Saturday
MTC-20587,2022-11-05,Premier Division,Hyderabad Falcons,Kerala Blasters,Away,Windy,5,2,69,0,14,16,6,1,54680,31,Home Win,7,3,3,14,38,38,2022,11,Saturday
MTC-23724,2022-11-05,Cup Series,Hyderabad Falcons,Chennai Titans,Home,Clear,2,3,44,5,7,20,5,0,62390,56,Away Win,5,-1,1,12,-12,12,2022,11,Saturday
MTC-23705,2022-11-06,Championship League,Hyderabad Falcons,Delhi Dynamos,Neutral,Cloudy,1,3,42,11,5,7,4,1,33962,58,Away Win,4,-2,2,16,-16,16,2022,11,Sunday
MTC-20441,2022-11-06,Cup Series,Kerala Blasters,Kolkata Strikers,Away,Clear,3,1,56,7,8,5,2,0,16266,44,Home Win,4,2,2,15,12,12,2022,11,Sunday
MTC-22152,2022-11-06,Championship League,Kerala Blasters,Hyderabad Falcons,Home,Rainy,4,3,31,1,6,24,1,0,28944,69,Home Win,7,1,1,7,-38,38,2022,11,Sunday
MTC-20778,2022-11-07,Cup Series,Jaipur Lions,Bengaluru FC,Away,Windy,4,5,47,12,0,23,1,0,37206,53,Away Win,9,-1,1,12,-6,6,2022,11,Monday
MTC-20023,2022-11-07,Premier Division,Bengaluru FC,Kolkata Strikers,Home,Windy,3,1,44,5,12,12,0,0,19732,56,Home Win,4,2,2,17,-12,12,2022,11,Monday
MTC-20202,2022-11-07,Cup Series,Delhi Dynamos,Jaipur Lions,Home,Rainy,3,5,38,11,7,5,5,0,56479,62,Away Win,8,-2,2,18,-24,24,2022,11,Monday
MTC-20956,2022-11-07,Premier Division,Chennai Titans,Kolkata Strikers,Home,Clear,1,1,34,5,4,14,2,0,63075,66,Draw,2,0,0,9,-32,32,2022,11,Monday
MTC-20755,2022-11-07,Premier Division,Pune Warriors,Mumbai United,Away,Cloudy,4,1,35,14,12,5,2,1,12087,65,Home Win,5,3,3,26,-30,30,2022,11,Monday
MTC-22621,2022-11-07,Cup Series,Chennai Titans,Kerala Blasters,Away,Rainy,5,2,44,11,3,19,1,0,51927,56,Home Win,7,3,3,14,-12,12,2022,11,Monday
MTC-21092,2022-11-08,Premier Division,Bengaluru FC,Chennai Titans,Away,Clear,2,2,49,8,3,24,2,0,51886,51,Draw,4,0,0,11,-2,2,2022,11,Tuesday
MTC-20180,2022-11-08,Cup Series,Goa Sharks,Pune Warriors,Neutral,Windy,4,0,48,3,4,6,5,1,46255,52,Home Win,4,4,4,7,-4,4,2022,11,Tuesday
MTC-21059,2022-11-08,Cup Series,Chennai Titans,Pune Warriors,Home,Cloudy,5,2,44,14,13,12,5,0,21754,56,Home Win,7,3,3,27,-12,12,2022,11,Tuesday
MTC-22395,2022-11-08,Championship League,Jaipur Lions,Mumbai United,Neutral,Windy,0,4,70,5,5,12,0,1,37395,30,Away Win,4,-4,4,10,40,40,2022,11,Tuesday
MTC-23675,2022-11-08,Championship League,Bengaluru FC,Mumbai United,Home,Cloudy,3,3,37,0,13,19,6,0,2960,63,Draw,6,0,0,13,-26,26,2022,11,Tuesday
MTC-22108,2022-11-08,Premier Division,Kerala Blasters,Bengaluru FC,Neutral,Cloudy,2,2,42,1,5,22,0,1,50110,58,Draw,4,0,0,6,-16,16,2022,11,Tuesday
MTC-23348,2022-11-08,Cup Series,Bengaluru FC,Chennai Titans,Home,Windy,2,1,41,5,8,5,0,0,31205,59,Home Win,3,1,1,13,-18,18,2022,11,Tuesday
MTC-20521,2022-11-09,Cup Series,Mumbai United,Goa Sharks,Neutral,Cloudy,1,3,52,1,0,12,1,0,50642,48,Away Win,4,-2,2,1,4,4,2022,11,Wednesday
MTC-23657,2022-11-10,Cup Series,Bengaluru FC,Kolkata Strikers,Away,Rainy,3,2,50,11,7,20,2,1,15745,50,Home Win,5,1,1,18,0,0,2022,11,Thursday
MTC-22243,2022-11-10,Cup Series,Mumbai United,Chennai Titans,Neutral,Windy,2,2,35,9,13,7,4,0,19479,65,Draw,4,0,0,22,-30,30,2022,11,Thursday
MTC-21512,2022-11-10,Premier Division,Jaipur Lions,Mumbai United,Neutral,Rainy,0,5,68,1,10,23,3,1,52434,32,Away Win,5,-5,5,11,36,36,2022,11,Thursday
MTC-23714,2022-11-10,Cup Series,Kerala Blasters,Delhi Dynamos,Home,Cloudy,0,0,34,9,4,18,0,1,2703,66,Draw,0,0,0,13,-32,32,2022,11,Thursday
MTC-23265,2022-11-10,Premier Division,Hyderabad Falcons,Pune Warriors,Away,Clear,4,4,68,13,1,16,6,0,54621,32,Draw,8,0,0,14,36,36,2022,11,Thursday
MTC-21271,2022-11-11,Cup Series,Hyderabad Falcons,Kerala Blasters,Away,Windy,1,5,44,11,2,19,1,0,18871,56,Away Win,6,-4,4,13,-12,12,2022,11,Friday
MTC-23587,2022-11-11,Premier Division,Mumbai United,Goa Sharks,Neutral,Cloudy,5,2,67,4,5,20,2,0,51734,33,Home Win,7,3,3,9,34,34,2022,11,Friday
MTC-21121,2022-11-11,Premier Division,Kolkata Strikers,Pune Warriors,Home,Windy,0,4,31,6,13,8,6,0,25921,69,Away Win,4,-4,4,19,-38,38,2022,11,Friday
MTC-21645,2022-11-11,Cup Series,Goa Sharks,Pune Warriors,Neutral,Windy,4,0,41,14,5,21,5,1,42420,59,Home Win,4,4,4,19,-18,18,2022,11,Friday
MTC-21394,2022-11-12,Premier Division,Pune Warriors,Kolkata Strikers,Away,Windy,0,0,36,14,0,8,5,0,13427,64,Draw,0,0,0,14,-28,28,2022,11,Saturday
MTC-22581,2022-11-12,Cup Series,Pune Warriors,Hyderabad Falcons,Away,Clear,3,2,31,13,1,15,5,1,19231,69,Home Win,5,1,1,14,-38,38,2022,11,Saturday
MTC-22778,2022-11-13,Premier Division,Kolkata Strikers,Chennai Titans,Neutral,Cloudy,4,0,32,4,2,20,5,1,33286,68,Home Win,4,4,4,6,-36,36,2022,11,Sunday
MTC-23736,2022-11-13,Premier Division,Pune Warriors,Goa Sharks,Home,Cloudy,2,3,68,11,4,17,4,0,34847,32,Away Win,5,-1,1,15,36,36,2022,11,Sunday
MTC-20368,2022-11-13,Championship League,Kerala Blasters,Mumbai United,Away,Windy,0,1,67,2,5,5,2,1,55548,33,Away Win,1,-1,1,7,34,34,2022,11,Sunday
MTC-21952,2022-11-13,Premier Division,Goa Sharks,Kerala Blasters,Away,Cloudy,4,2,40,6,0,18,4,0,51853,60,Home Win,6,2,2,6,-20,20,2022,11,Sunday
MTC-23543,2022-11-13,Championship League,Kerala Blasters,Bengaluru FC,Away,Clear,3,1,46,7,13,17,2,1,6819,54,Home Win,4,2,2,20,-8,8,2022,11,Sunday
MTC-22985,2022-11-13,Premier Division,Kolkata Strikers,Kerala Blasters,Neutral,Cloudy,2,0,36,11,10,7,0,1,58513,64,Home Win,2,2,2,21,-28,28,2022,11,Sunday
MTC-23497,2022-11-14,Championship League,Delhi Dynamos,Mumbai United,Neutral,Clear,0,2,66,3,8,22,3,1,28320,34,Away Win,2,-2,2,11,32,32,2022,11,Monday
MTC-22806,2022-11-14,Cup Series,Pune Warriors,Bengaluru FC,Away,Windy,1,5,47,9,8,14,6,0,9162,53,Away Win,6,-4,4,17,-6,6,2022,11,Monday
MTC-21181,2022-11-14,Championship League,Hyderabad Falcons,Chennai Titans,Home,Clear,5,0,42,7,2,12,3,0,44577,58,Home Win,5,5,5,9,-16,16,2022,11,Monday
MTC-22486,2022-11-14,Cup Series,Chennai Titans,Bengaluru FC,Neutral,Clear,4,1,52,0,0,21,2,1,4308,48,Home Win,5,3,3,0,4,4,2022,11,Monday
MTC-20691,2022-11-14,Cup Series,Jaipur Lions,Kolkata Strikers,Neutral,Rainy,1,1,69,13,3,8,5,1,64254,31,Draw,2,0,0,16,38,38,2022,11,Monday
MTC-20268,2022-11-14,Championship League,Mumbai United,Kolkata Strikers,Away,Rainy,5,2,60,14,1,10,5,0,17593,40,Home Win,7,3,3,15,20,20,2022,11,Monday
MTC-20117,2022-11-14,Premier Division,Jaipur Lions,Goa Sharks,Neutral,Windy,4,4,67,5,7,10,3,1,28685,33,Draw,8,0,0,12,34,34,2022,11,Monday
MTC-21683,2022-11-15,Championship League,Kolkata Strikers,Bengaluru FC,Away,Cloudy,3,5,38,5,11,7,5,0,21074,62,Away Win,8,-2,2,16,-24,24,2022,11,Tuesday
MTC-21528,2022-11-15,Premier Division,Bengaluru FC,Jaipur Lions,Neutral,Cloudy,3,1,32,4,5,15,3,0,15643,68,Home Win,4,2,2,9,-36,36,2022,11,Tuesday
MTC-20978,2022-11-15,Premier Division,Bengaluru FC,Delhi Dynamos,Away,Windy,0,1,59,8,1,21,6,1,2897,41,Away Win,1,-1,1,9,18,18,2022,11,Tuesday
MTC-22520,2022-11-15,Championship League,Kolkata Strikers,Kerala Blasters,Neutral,Clear,0,0,34,12,5,12,4,1,58394,66,Draw,0,0,0,17,-32,32,2022,11,Tuesday
MTC-20957,2022-11-17,Cup Series,Kolkata Strikers,Kerala Blasters,Away,Rainy,0,0,36,4,3,16,1,1,49171,64,Draw,0,0,0,7,-28,28,2022,11,Thursday
MTC-20536,2022-11-17,Championship League,Kerala Blasters,Jaipur Lions,Away,Clear,1,0,59,10,6,5,1,1,38436,41,Home Win,1,1,1,16,18,18,2022,11,Thursday
MTC-20034,2022-11-17,Championship League,Kerala Blasters,Jaipur Lions,Away,Windy,3,2,56,9,13,24,2,1,36931,44,Home Win,5,1,1,22,12,12,2022,11,Thursday
MTC-21063,2022-11-17,Premier Division,Mumbai United,Kerala Blasters,Away,Rainy,2,0,48,1,5,19,3,1,52021,52,Home Win,2,2,2,6,-4,4,2022,11,Thursday
MTC-21177,2022-11-17,Championship League,Hyderabad Falcons,Pune Warriors,Home,Windy,3,3,34,3,13,14,5,0,51599,66,Draw,6,0,0,16,-32,32,2022,11,Thursday
MTC-22142,2022-11-18,Cup Series,Chennai Titans,Pune Warriors,Away,Clear,1,1,65,5,6,15,4,1,25538,35,Draw,2,0,0,11,30,30,2022,11,Friday
MTC-21936,2022-11-18,Premier Division,Jaipur Lions,Mumbai United,Home,Windy,0,2,50,14,6,13,1,1,5781,50,Away Win,2,-2,2,20,0,0,2022,11,Friday
MTC-20898,2022-11-18,Championship League,Kolkata Strikers,Goa Sharks,Home,Rainy,2,1,32,13,10,24,4,0,25806,68,Home Win,3,1,1,23,-36,36,2022,11,Friday
MTC-20635,2022-11-18,Cup Series,Chennai Titans,Delhi Dynamos,Neutral,Cloudy,4,5,64,3,11,9,1,1,39596,36,Away Win,9,-1,1,14,28,28,2022,11,Friday
MTC-22219,2022-11-19,Cup Series,Kolkata Strikers,Jaipur Lions,Away,Rainy,1,3,30,5,4,14,3,0,61003,70,Away Win,4,-2,2,9,-40,40,2022,11,Saturday
MTC-21746,2022-11-19,Championship League,Bengaluru FC,Jaipur Lions,Away,Cloudy,2,4,36,14,0,17,6,0,59832,64,Away Win,6,-2,2,14,-28,28,2022,11,Saturday
MTC-23226,2022-11-19,Premier Division,Delhi Dynamos,Pune Warriors,Neutral,Windy,1,1,50,2,14,18,6,0,64677,50,Draw,2,0,0,16,0,0,2022,11,Saturday
MTC-21719,2022-11-20,Premier Division,Mumbai United,Hyderabad Falcons,Away,Cloudy,3,1,31,1,2,9,0,1,39126,69,Home Win,4,2,2,3,-38,38,2022,11,Sunday
